iter	Passed	Remaining
470	208074	233697
471	208491	233227
472	208890	232738
473	209296	232257
474	209718	231793
475	210167	231360
476	210592	230900
477	210980	230401
478	211369	229902
479	211756	229402
480	212151	228911
481	212544	228419
482	212979	227972
483	213396	227504
484	213812	227037
485	214224	226566
486	214619	226077
487	215028	225603
488	215463	225157
489	215912	224724
490	216317	224247
491	216749	223798
492	217162	223329
493	217573	222859
494	217988	222392
495	218431	221955
496	218862	221504
497	219273	221034
498	219685	220566
499	220143	220143
500	220518	219637
501	220923	219163
502	221390	218749
503	221785	218264
504	222203	217803
505	222607	217328
506	222985	216827
507	223410	216373
508	223865	215948
509	224269	215474
510	224719	215044
511	225144	214590
512	225548	214117
513	225946	213638
514	226401	213212
515	226850	212782
516	227318	212369
517	227746	211918
518	228168	211462
519	228592	211008
520	228998	210538
521	229457	210116
522	229842	209627
523	230289	209194
524	230719	208745
525	231154	208302
526	231585	207855
527	231996	207391
528	232437	206952
529	232874	206511
530	233272	206035
531	233692	205578
532	234091	205104
533	234553	204685
534	234981	204236
535	235370	203753
536	235760	203272
537	236182	202818
538	236587	202350
539	236992	201882
540	237429	201442
541	237822	200964
542	238208	200481
543	238650	200045
544	239065	199587
545	239471	199121
546	239895	198670
547	240373	198264
548	240763	197785
549	241192	197339
550	241636	196904
551	242046	196443
552	242490	196009
553	242977	195609
554	243399	195157
555	243820	194705
556	244255	194264
557	244670	193807
558	245079	193345
559	245517	192906
560	245911	192433
561	246336	191984
562	246752	191529
563	247177	191080
564	247594	190626
565	247971	190140
566	248390	189688
567	248788	189219
568	249172	188740
569	249597	188293
570	249995	187825
571	250430	187385
572	250911	186979
573	251339	186533
574	251737	186067
575	252167	185622
576	252617	185194
577	253059	184759
578	253476	184306
579	253913	183868
580	254357	183435
581	254764	182975
582	255201	182537
583	255627	182091
584	256056	181646
585	256629	181304
586	257103	180891
587	257559	180466
588	258024	180047
589	258459	179607
590	258991	179234
591	259447	178808
592	259863	178354
593	260292	177910
594	260722	177466
595	261185	177044
596	261617	176602
597	262049	176160
598	262458	175702
599	262836	175224
600	263247	174768
601	263676	174324
602	264100	173877
603	264584	173469
604	264998	173015
605	265402	172555
606	265826	172108
607	266245	171658
608	266674	171214
609	267107	170773
610	267569	170351
611	267996	169906
612	268408	169452
613	268824	169000
614	269254	168557
615	269668	168104
616	270110	167669
617	270564	167242
618	271002	166804
619	271471	166385
620	271860	165917
621	272258	165456
622	272704	165023
623	273176	164606
624	273608	164165
625	274033	163719
626	274468	163280
627	274868	162820
628	275266	162359
629	275756	161952
630	276186	161510
631	276641	161082
632	277046	160625
633	277466	160177
634	277871	159721
635	278297	159277
636	278709	158825
637	279120	158372
638	279559	157935
639	279972	157484
640	280385	157033
641	280794	156580
642	281203	156126
643	281655	155697
644	282063	155244
645	282464	154786
646	282850	154321
647	283279	153880
648	283749	153460
649	284199	153030
650	284627	152588
651	285036	152136
652	285477	151700
653	285867	151238
654	286335	150817
655	286784	150387
656	287227	149952
657	287680	149523
658	288115	149085
659	288560	148652
660	288969	148200
661	289529	147826
662	289931	147371
663	290347	146922
664	290784	146485
665	291174	146024
666	291640	145601
667	292173	145211
668	292666	144801
669	293072	144349
670	293505	143909
671	293902	143452
672	294275	142983
673	294676	142528
674	295152	142110
675	295559	141658
676	296035	141240
677	296507	140819
678	296898	140359
679	297359	139934
680	297833	139513
681	298303	139091
682	298699	138635
683	299128	138193
684	299636	137789
685	300044	137337
686	300465	136893
687	300926	136466
688	301374	136033
689	301809	135595
690	302215	135143
691	302723	134738
692	303142	134292
693	303583	133856
694	304029	133423
695	304422	132965
696	304936	132561
697	305473	132167
698	306062	131794
699	306515	131363
700	306948	130923
701	307403	130493
702	307831	130051
703	308253	129606
704	308679	129163
705	309112	128723
706	309598	128305
707	310028	127864
708	310500	127440
709	310943	127005
710	311373	126563
711	311800	126121
712	312227	125679
713	312680	125247
714	313161	124826
715	313732	124441
716	314298	124053
717	314759	123624
718	315147	123166
719	315588	122728
720	316050	122299
721	316574	121894
722	317053	121471
723	317551	121055
724	318018	120627
725	318402	120168
726	318819	119721
727	319273	119288
728	319738	118860
729	320150	118411
730	320590	117973
731	321003	117525
732	321408	117075
733	321851	116638
734	322295	116201
735	322688	115746
736	323072	115289
737	323524	114855
738	323918	114401
739	324386	113973
740	324860	113547
741	325302	113110
742	325686	112653
743	326121	112213
744	326531	111765
745	326967	111326
746	327424	110894
747	327870	110458
748	328279	110010
749	328722	109574
750	329143	109130
751	329603	108699
752	330089	108276
753	330563	107849
754	330976	107403
755	331411	106963
756	331809	106512
757	332219	106064
758	332645	105622
759	333063	105177
760	333521	104745
761	333945	104303
762	334350	103854
763	334764	103408
764	335143	102952
765	335572	102511
766	335978	102063
767	336360	101608
768	336763	101160
769	337215	100726
770	337652	100288
771	338067	99843
772	338487	99400
773	338921	98961
774	339347	98520
775	339747	98071
776	340192	97635
777	340645	97202
778	341098	96768
779	341568	96339
780	341974	95893
781	342386	95447
782	342767	94994
783	343155	94542
784	343633	94116
785	344067	93677
786	344500	93238
787	344900	92790
788	345328	92350
789	345731	91903
790	346152	91461
791	346617	91030
792	347027	90585
793	347414	90135
794	347820	89689
795	348222	89243
796	348689	88813
797	349137	88378
798	349556	87935
799	349937	87484
800	350353	87041
801	350794	86605
802	351181	86155
803	351648	85725
804	352076	85285
805	352506	84846
806	352913	84401
807	353331	83959
808	353731	83513
809	354116	83064
810	354581	82633
811	355045	82202
812	355449	81757
813	355867	81316
814	356286	80874
815	356734	80440
816	357186	80006
817	357645	79573
818	358045	79128
819	358431	78679
820	358865	78242
821	359273	77798
822	359656	77350
823	360094	76913
824	360550	76480
825	360946	76034
826	361333	75587
827	361772	75150
828	362204	74712
829	362604	74268
830	363089	73841
831	363525	73404
832	363977	72970
833	364410	72532
834	364795	72085
835	365205	71643
836	365674	71212
837	366075	70768
838	366501	70329
839	366948	69894
840	367372	69455
841	367772	69011
842	368147	68563
843	368582	68126
844	368998	67686
845	369438	67250
846	369857	66810
847	370239	66363
848	370631	65919
849	371089	65486
850	371534	65051
851	371932	64607
852	372355	64169
853	372804	63734
854	373209	63292
855	373617	62851
856	374077	62419
857	374487	61978
858	374928	61542
859	375336	61101
860	375736	60658
861	376153	60219
862	376638	59790
863	377088	59356
864	377503	58916
865	377914	58476
866	378354	58040
867	378783	57603
868	379252	57171
869	379664	56731
870	380081	56292
871	380452	55846
872	380858	55405
873	381251	54963
874	381626	54518
875	382089	54085
876	382529	53650
877	382965	53213
878	383383	52775
879	383835	52341
880	384264	51904
881	384702	51468
882	385131	51030
883	385530	50589
884	385960	50153
885	386360	49712
886	386764	49272
887	387177	48833
888	387666	48403
889	388109	47968
890	388486	47525
891	388885	47084
892	389305	46646
893	389704	46206
894	390205	45778
895	390679	45346
896	391079	44906
897	391474	44465
898	391958	44035
899	392337	43593
900	392760	43155
901	393216	42722
902	393643	42285
903	394088	41850
904	394505	41412
905	394915	40973
906	395280	40530
907	395711	40094
908	396199	39663
909	396577	39221
910	397014	38786
911	397412	38346
912	397853	37911
913	398276	37474
914	398739	37041
915	399198	36607
916	399626	36171
917	400002	35730
918	400394	35290
919	400802	34852
920	401278	34420
921	401732	33986
922	402157	33549
923	402581	33112
924	403057	32680
925	403482	32243
926	403881	31805
927	404347	31371
928	404754	30933
929	405197	30498
930	405604	30060
931	405996	29622
932	406439	29186
933	406938	28755
934	407335	28317
935	407738	27879
936	408178	27444
937	408606	27008
938	409084	26575
939	409533	26140
940	409976	25705
941	410391	25268
942	410839	24833
943	411220	24394
944	411639	23957
945	412061	23521
946	412492	23085
947	412922	22649
948	413330	22212
949	413755	21776
950	414184	21340
951	414623	20905
952	415086	20471
953	415462	20032
954	415907	19597
955	416287	19159
956	416718	18724
957	417158	18288
958	417577	17852
959	418010	17417
960	418405	16980
961	418844	16544
962	419310	16110
963	419729	15674
964	420192	15240
965	420625	14804
966	421054	14368
967	421465	13932
968	421865	13496
969	422283	13060
970	422709	12624
971	423182	12190
972	423627	11755
973	424026	11318
974	424439	10883
975	424853	10447
976	425246	10010
977	425674	9575
978	426056	9139
979	426426	8702
980	426894	8268
981	427311	7832
982	427698	7396
983	428134	6961
984	428579	6526
985	428996	6091
986	429421	5656
987	429827	5220
988	430224	4785
989	430603	4349
990	431042	3914
991	431481	3479
992	431929	3044
993	432331	2609
994	432758	2174
995	433198	1739
996	433638	1304
997	434077	869
998	434477	434
999	434967	0
